pickup_hour,day_of_week,weather_condition,pickup_zone,vehicle_type,distance_km,passenger_count,surge_multiplier,fare_amount
17,Wednesday,Snowy,Downtown,UberX,12.91,2.0,2.08,38.76
21,Sunday,Snowy,University,UberX,3.5,4.0,1.3,8.3
5,Thursday,Clear,Airport,UberXL,6.66,2.0,1.0,16.56
16,Sunday,Clear,University,UberX,13.07,1.0,1.0,16.27
22,Monday,Clear,Airport,UberXL,2.18,1.0,1.0,7.74
23,Monday,Clear,Airport,UberX,,2.0,,29.56
17,Wednesday,Clear,University,UberX,24.47,4.0,1.6,50.79
7,Saturday,Rainy,Mall,UberX,1.0,4.0,1.93,7.25
8,Thursday,Clear,University,UberX,1.0,2.0,1.4,4.15
5,Wednesday,Clear,Airport,Uber Black,1.0,1.0,1.0,5.7
4,Sunday,Clear,Suburb,UberXL,12.0,2.0,1.0,21.64
11,Wednesday,Clear,Suburb,Uber Pool,1.68,4.0,1.0,3.0
10,Tuesday,,Downtown,UberX,10.35,2.0,1.0,
0,Tuesday,Clear,Suburb,Uber Black,4.66,,1.0,12.34
10,Saturday,Rainy,Mall,UberXL,14.48,3.0,1.38,35.95
18,Thursday,Rainy,Airport,UberX,13.23,2.0,1.84,39.79
8,Friday,Clear,University,Uber Black,25.68,3.0,1.68,102.47
1,Tuesday,Rainy,University,Uber Black,2.31,2.0,1.15,9.32
11,Friday,Clear,Mall,UberX,2.08,4.0,1.2,4.3
3,Monday,Clear,Suburb,UberXL,1.0,4.0,1.0,3.0
3,Tuesday,Rainy,Airport,UberX,4.23,3.0,1.15,9.07
17,Tuesday,Clear,Suburb,UberX,4.92,2.0,1.6,10.83
14,Thursday,Rainy,Downtown,UberX,26.71,4.0,1.15,41.41
18,Saturday,Rainy,Suburb,Uber Pool,14.21,3.0,2.21,32.03
12,Friday,Foggy,,UberX,1.46,3.0,1.2,5.69
18,Sunday,Snowy,University,UberX,12.82,2.0,2.08,34.47
16,Tuesday,,Airport,UberXL,1.57,4.0,1.0,6.02
5,Tuesday,Snowy,Downtown,Uber Black,1.0,3.0,1.3,5.16
15,Thursday,Rainy,Suburb,Uber Black,14.52,1.0,1.15,39.06
23,Thursday,Rainy,Suburb,UberX,29.82,1.0,1.15,43.7
11,Saturday,Clear,University,UberXL,1.0,4.0,1.2,3.0
18,Friday,Foggy,Mall,UberX,13.45,4.0,1.92,30.5
4,Monday,Clear,Mall,UberXL,15.68,,1.0,27.62
16,Sunday,Foggy,Suburb,UberXL,1.01,3.0,,3.53
22,Saturday,Clear,Mall,Uber Black,2.66,2.0,1.2,9.19
0,Monday,,Airport,Uber Black,10.58,3.0,1.15,
23,Wednesday,Clear,Mall,UberXL,,4.0,1.0,23.59
22,Tuesday,Clear,Airport,UberXL,3.5,4.0,1.0,7.26
9,Friday,Clear,Suburb,UberX,1.39,2.0,1.68,5.34
14,Saturday,,Suburb,UberX,8.36,3.0,1.2,10.7
22,Tuesday,,Suburb,Uber Pool,9.68,2.0,1.0,10.1
20,Friday,Clear,University,UberX,5.6,,1.92,15.32
20,Friday,Rainy,Mall,UberXL,1.25,3.0,2.21,4.15
10,Friday,Foggy,Downtown,Uber Black,14.89,1.0,1.2,47.64
12,Tuesday,Rainy,Downtown,UberX,8.29,3.0,1.15,14.94
4,Saturday,Clear,Suburb,Uber Pool,16.27,4.0,1.2,18.93
0,Sunday,Clear,Mall,Uber Black,,,1.0,52.89
23,Thursday,,Airport,Uber Black,13.11,4.0,1.0,40.32
11,Tuesday,Foggy,Downtown,UberX,25.49,,1.0,36.67
10,Friday,Foggy,Suburb,UberXL,,2.0,1.2,49.52
16,Saturday,Clear,Downtown,UberX,7.73,4.0,1.2,13.91
3,Sunday,Clear,Downtown,UberXL,10.42,4.0,1.0,21.12
14,Wednesday,Foggy,Downtown,Uber Black,9.62,2.0,1.0,21.5
8,Monday,Foggy,Suburb,UberX,7.76,1.0,1.4,12.7
20,Friday,Foggy,Suburb,UberXL,1.0,3.0,1.92,3.29
19,Wednesday,Foggy,University,UberX,3.52,2.0,1.6,5.98
18,Thursday,Clear,,Uber Black,1.0,3.0,1.6,6.86
18,Sunday,Clear,University,UberXL,2.86,3.0,1.6,9.0
11,Sunday,Clear,Downtown,UberX,1.0,3.0,1.0,5.52
4,Friday,Clear,Mall,UberX,20.21,2.0,1.2,31.16
9,Sunday,Clear,Suburb,Uber Pool,4.8,2.0,,7.11
16,Wednesday,Clear,University,UberX,1.68,3.0,1.0,4.27
4,Friday,Clear,Mall,UberX,7.03,1.0,1.2,14.04
21,Tuesday,Clear,University,UberX,1.75,1.0,,4.08
15,Saturday,Clear,University,UberX,13.06,1.0,1.2,23.87
6,Wednesday,Clear,Mall,Uber Black,2.92,4.0,1.0,10.32
8,Saturday,Clear,,Uber Black,3.03,3.0,,13.15
2,Tuesday,Foggy,Downtown,UberX,16.32,4.0,1.0,23.06
14,Tuesday,Foggy,Downtown,UberX,6.55,1.0,,10.08
15,Saturday,Clear,Downtown,UberX,17.46,2.0,1.2,28.1
17,Wednesday,Clear,Airport,Uber Pool,4.26,1.0,1.6,7.99
13,Saturday,Clear,University,UberXL,3.37,,1.2,8.29
2,Saturday,,Airport,Uber Black,5.65,4.0,1.38,20.89
11,Monday,Clear,Suburb,Uber Black,1.0,1.0,1.0,3.0
8,Wednesday,Clear,Mall,Uber Pool,1.34,3.0,1.4,4.64
6,Monday,Foggy,Suburb,Uber Pool,1.98,2.0,1.0,3.0
8,Friday,Clear,Airport,UberX,13.57,2.0,1.68,39.71
12,Sunday,Clear,Downtown,Uber Pool,10.59,1.0,1.0,13.59
17,Saturday,Clear,University,Uber Pool,1.72,3.0,1.92,8.11
4,Friday,Clear,University,UberX,2.59,3.0,1.2,9.22
12,Wednesday,,Downtown,Uber Black,23.1,1.0,1.0,59.22
3,Saturday,Foggy,University,Uber Black,1.0,,1.2,4.09
1,Sunday,Clear,Mall,Uber Black,6.34,2.0,1.0,13.67
15,Friday,Rainy,Mall,UberX,5.91,2.0,1.38,9.78
8,Thursday,Clear,Mall,UberXL,10.35,3.0,1.4,28.33
8,Tuesday,Clear,Suburb,UberX,2.42,1.0,1.4,4.03
5,Saturday,Clear,Downtown,Uber Black,21.84,3.0,1.2,65.3
10,Sunday,Clear,Mall,Uber Pool,4.23,2.0,1.0,7.81
21,Tuesday,Clear,Airport,UberXL,2.69,3.0,1.0,6.48
23,Monday,Clear,Mall,UberXL,3.29,2.0,1.0,9.44
21,Friday,Foggy,Suburb,Uber Black,3.43,1.0,1.2,11.16
0,Monday,Clear,Airport,UberX,1.77,2.0,1.0,5.29
3,Sunday,Clear,Downtown,UberXL,21.05,4.0,,38.82
12,Saturday,Clear,Downtown,Uber Black,1.54,4.0,1.2,5.3
22,Tuesday,Clear,Mall,UberX,17.15,1.0,1.0,23.82
12,Tuesday,Clear,Airport,UberX,,3.0,1.0,9.53
12,Friday,Clear,Airport,Uber Black,2.51,3.0,1.2,11.93
1,Saturday,Clear,Mall,UberX,1.77,3.0,1.2,6.27
8,Thursday,Clear,Mall,Uber Pool,5.61,2.0,,8.63
23,Thursday,Rainy,University,UberX,8.85,4.0,1.15,15.88
7,Friday,,University,UberX,18.28,1.0,1.68,42.26
6,Saturday,Clear,Mall,UberXL,8.45,3.0,1.2,19.05
3,Friday,Rainy,Suburb,UberXL,5.29,,1.38,13.28
17,Saturday,Snowy,University,UberXL,1.0,1.0,2.5,6.94
2,Sunday,Rainy,Mall,UberXL,19.76,2.0,1.15,35.58
5,Sunday,Clear,Airport,UberXL,18.61,3.0,1.0,41.49
11,Monday,Rainy,University,UberXL,3.81,,1.15,7.91
11,Friday,Rainy,Suburb,UberX,1.0,2.0,1.38,3.9
20,Saturday,Clear,Downtown,UberX,10.58,2.0,1.92,28.4
7,Thursday,Foggy,Airport,UberX,12.55,3.0,1.4,29.7
21,Saturday,Clear,Suburb,UberX,6.26,3.0,1.2,8.9
21,Sunday,Snowy,Suburb,UberX,4.13,1.0,1.3,9.72
0,Saturday,,Suburb,UberX,15.24,1.0,1.38,28.82
3,Friday,Rainy,Airport,Uber Pool,1.71,2.0,1.38,3.51
20,Monday,Rainy,Suburb,UberX,4.63,3.0,1.84,10.4
10,Monday,Clear,Downtown,UberX,1.0,2.0,1.0,3.0
2,Monday,Clear,University,Uber Black,1.43,1.0,1.0,6.63
12,Monday,,Airport,UberX,22.62,2.0,1.0,37.41
16,Sunday,Rainy,Suburb,UberX,6.9,4.0,1.15,11.43
21,Wednesday,Foggy,Mall,UberX,13.1,2.0,1.0,17.71
21,Friday,Foggy,,UberX,5.33,3.0,1.2,9.27
9,Tuesday,Snowy,Airport,UberX,14.41,2.0,,43.63
20,Friday,Rainy,,UberX,6.19,2.0,2.21,20.89
11,Wednesday,Clear,Mall,Uber Pool,1.0,3.0,1.0,3.0
14,Monday,Clear,Suburb,UberX,18.4,4.0,1.0,25.23
20,Wednesday,Rainy,Airport,UberX,1.29,3.0,1.84,5.84
9,Thursday,Clear,Suburb,UberXL,4.79,1.0,1.4,12.85
13,Thursday,,Downtown,UberX,5.18,4.0,1.0,11.12
12,Sunday,,Mall,UberX,1.0,4.0,1.0,4.9
4,Friday,Foggy,Downtown,Uber Black,1.0,3.0,1.2,5.13
5,Friday,Foggy,Suburb,Uber Pool,11.5,,1.2,16.03
23,Tuesday,Rainy,University,Uber Black,2.86,1.0,1.15,7.24
1,Sunday,Clear,Mall,UberX,4.22,1.0,1.0,3.99
21,Tuesday,Rainy,University,Uber Pool,6.64,4.0,,8.38
16,Thursday,Rainy,Airport,UberX,3.74,1.0,1.15,7.42
3,Monday,Clear,Mall,UberX,11.93,4.0,1.0,16.17
13,Wednesday,Clear,Downtown,UberX,,4.0,,26.73
9,Tuesday,Clear,University,Uber Black,1.0,1.0,1.4,5.14
2,Saturday,Rainy,Airport,UberX,8.07,4.0,1.38,21.0
2,Tuesday,Rainy,Mall,UberXL,3.06,2.0,1.15,
14,Monday,Clear,Airport,Uber Pool,7.0,4.0,1.0,7.78
5,Monday,Snowy,Downtown,UberX,5.29,2.0,1.3,12.38
16,Friday,Clear,Mall,UberXL,3.25,2.0,1.2,10.24
11,Wednesday,Clear,Airport,UberX,1.0,2.0,1.0,5.66
21,Monday,Clear,Suburb,UberX,6.56,1.0,1.0,9.97
19,Sunday,,Mall,UberX,1.0,2.0,1.6,4.31
23,Tuesday,Clear,Mall,UberXL,1.36,1.0,1.0,4.66
10,Tuesday,Clear,Mall,UberX,32.22,3.0,1.0,40.82
3,Thursday,Clear,Mall,Uber Black,3.05,,1.0,7.44
5,Monday,Clear,Suburb,Uber Pool,7.02,4.0,1.0,7.39
0,Saturday,Rainy,Downtown,Uber Pool,2.54,3.0,1.38,6.68
19,Friday,Clear,Suburb,UberX,16.05,3.0,1.92,39.05
22,Wednesday,Clear,Suburb,UberX,2.67,2.0,1.0,5.66
15,Saturday,Rainy,Airport,UberX,3.66,1.0,1.38,11.82
14,Friday,Clear,University,Uber Black,7.5,,1.2,23.21
16,Tuesday,Foggy,University,Uber Pool,16.32,2.0,1.0,16.01
7,Saturday,Snowy,Airport,Uber Black,13.55,3.0,2.18,90.25
11,Friday,Clear,Suburb,UberXL,2.45,,1.2,6.56
21,Tuesday,,,UberX,14.15,2.0,1.3,30.47
20,Tuesday,Rainy,Mall,Uber Black,9.66,4.0,1.84,41.84
9,Tuesday,Snowy,Airport,UberX,36.71,4.0,1.82,106.32
14,Tuesday,Rainy,Airport,UberX,21.92,4.0,1.15,41.54
8,Sunday,Clear,Mall,Uber Pool,6.09,3.0,1.4,9.13
1,Tuesday,Foggy,University,UberXL,11.09,1.0,1.0,22.39
4,Thursday,Clear,Mall,UberX,6.76,1.0,1.0,12.09
5,Saturday,Clear,Downtown,UberX,7.23,3.0,1.2,16.49
6,Friday,Clear,Airport,UberX,,3.0,1.2,7.13
20,Thursday,Clear,Airport,UberXL,1.0,2.0,,3.0
0,Sunday,Clear,University,UberX,1.0,1.0,1.0,4.48
22,Thursday,Rainy,Suburb,Uber Pool,27.2,3.0,,28.68
6,Monday,Snowy,Mall,UberX,,4.0,1.3,5.92
19,Monday,Clear,Suburb,UberX,1.0,,1.6,4.71
11,Monday,Snowy,Downtown,UberX,2.96,,1.3,6.29
15,Wednesday,Snowy,Mall,UberX,7.1,2.0,1.3,11.68
15,Monday,Clear,Downtown,UberXL,,2.0,1.0,43.07
10,Friday,Clear,Downtown,Uber Black,9.63,1.0,1.2,29.07
20,Thursday,Foggy,Downtown,UberX,2.59,4.0,1.6,9.77
3,Friday,Rainy,Mall,UberXL,22.38,1.0,1.38,51.83
12,Saturday,,Mall,Uber Black,1.0,3.0,1.38,3.85
6,Monday,Rainy,University,UberX,30.93,4.0,1.15,47.76
3,Sunday,Clear,Airport,UberX,1.0,3.0,1.0,4.48
14,Wednesday,Clear,Suburb,UberX,,4.0,1.0,15.57
18,Saturday,Rainy,Suburb,UberXL,1.0,4.0,2.21,7.72
8,Sunday,Clear,Downtown,UberX,21.45,3.0,,42.85
10,Wednesday,,Mall,UberX,1.0,1.0,1.15,4.47
7,Saturday,Foggy,Mall,UberXL,1.0,2.0,1.68,3.0
0,Thursday,,Downtown,Uber Pool,17.6,4.0,1.15,21.89
22,Friday,Snowy,,UberX,,4.0,1.56,5.79
23,Tuesday,Clear,Suburb,UberX,12.79,2.0,1.0,18.27
7,Friday,Rainy,University,UberXL,11.0,1.0,1.93,38.2
12,Monday,Rainy,Airport,UberX,7.31,2.0,1.15,16.52
21,Sunday,Snowy,Mall,UberX,3.8,1.0,1.3,8.98
3,Tuesday,Rainy,Downtown,UberXL,19.78,4.0,1.15,43.62
7,Wednesday,Clear,Suburb,Uber Pool,16.39,4.0,1.4,23.62
2,Thursday,,Downtown,Uber Black,4.44,3.0,1.3,17.49
8,Thursday,Rainy,Mall,UberX,2.11,1.0,1.61,7.52
1,Wednesday,Clear,Downtown,Uber Black,2.55,2.0,1.0,8.55
1,Monday,Rainy,Suburb,UberX,1.99,1.0,1.15,5.2
12,Wednesday,Foggy,Downtown,UberX,6.23,,1.0,10.84
14,Saturday,Rainy,Suburb,Uber Pool,16.23,1.0,1.38,20.79
22,Sunday,Clear,Downtown,Uber Pool,11.88,1.0,1.0,11.94
11,Sunday,Foggy,Downtown,UberX,12.7,2.0,1.0,20.02
3,Monday,Rainy,Suburb,UberX,4.76,3.0,1.15,9.9
7,Tuesday,,Downtown,UberX,3.11,4.0,1.4,8.21
8,Wednesday,Clear,Airport,UberXL,11.33,2.0,1.4,36.03
22,Monday,Clear,University,Uber Pool,,2.0,1.0,15.4
4,Sunday,Rainy,Airport,UberX,9.51,4.0,1.15,20.21
23,Tuesday,Foggy,University,UberX,1.0,3.0,1.0,4.6
19,Wednesday,,,UberX,7.13,2.0,1.6,18.35
17,Thursday,Clear,University,UberX,,,1.6,11.84
10,Wednesday,Clear,Downtown,Uber Black,1.75,3.0,1.0,7.22
14,Friday,Rainy,Suburb,Uber Black,9.48,3.0,1.38,32.68
21,Wednesday,Clear,Suburb,UberX,2.5,1.0,,6.38
8,Friday,Clear,Mall,UberX,19.52,2.0,1.68,40.31
16,Tuesday,,University,UberX,2.83,3.0,1.0,5.04
11,Wednesday,Rainy,Mall,UberX,6.48,2.0,1.15,10.66
6,Tuesday,,Mall,UberX,14.07,4.0,1.0,21.11
9,Tuesday,Clear,University,UberXL,4.11,2.0,1.4,10.72
9,Sunday,Foggy,Suburb,UberX,14.11,3.0,1.4,24.33
12,Monday,Clear,University,UberX,10.29,4.0,1.0,16.11
18,Tuesday,Clear,Downtown,Uber Black,20.29,4.0,1.6,83.69
10,Tuesday,Snowy,Mall,UberX,3.15,1.0,1.3,6.15
12,Sunday,Clear,Mall,Uber Black,1.0,4.0,1.0,6.85
20,Sunday,Rainy,University,UberXL,4.5,3.0,1.84,17.53
7,Wednesday,Clear,Mall,Uber Black,12.33,1.0,1.4,39.84
7,Sunday,Rainy,Suburb,UberX,4.79,,1.61,9.77
3,Wednesday,Clear,Mall,Uber Black,2.43,3.0,1.0,7.34
14,Thursday,Foggy,University,UberX,1.0,,1.0,3.0
10,Sunday,Clear,Suburb,Uber Pool,3.0,,1.0,7.0
10,Monday,Clear,Suburb,Uber Black,10.0,2.0,1.0,24.45
0,Tuesday,Rainy,,UberX,1.28,3.0,1.15,4.99
16,Monday,Snowy,University,UberX,3.33,2.0,1.3,8.69
14,Friday,Clear,Mall,Uber Pool,1.0,4.0,1.2,3.0
19,Sunday,Foggy,Downtown,Uber Pool,10.23,4.0,1.6,18.81
5,Tuesday,Clear,Downtown,Uber Pool,,2.0,1.0,20.84
23,Monday,Rainy,Suburb,Uber Black,6.72,1.0,1.15,19.39
21,Sunday,Clear,Mall,Uber Black,1.0,,1.0,4.3
14,Sunday,Rainy,Downtown,UberXL,1.96,1.0,1.15,7.5
8,Thursday,Clear,Airport,UberX,4.62,2.0,,10.64
13,Thursday,Clear,Downtown,UberX,,1.0,,
17,Tuesday,Clear,Mall,UberXL,5.49,3.0,1.6,16.99
16,Friday,Clear,Mall,UberX,19.8,,1.2,32.55
17,Thursday,Foggy,Downtown,UberXL,22.33,1.0,1.6,68.08
4,Thursday,Snowy,Mall,UberX,1.0,1.0,1.3,4.35
19,Friday,Rainy,Mall,UberXL,1.19,3.0,2.21,7.94
19,Monday,,Airport,UberX,3.55,1.0,1.6,13.34
8,Thursday,Clear,Suburb,UberX,4.37,2.0,1.4,9.89
10,Wednesday,Rainy,Mall,UberX,7.06,2.0,1.15,11.28
23,Saturday,Snowy,University,UberX,11.87,2.0,1.56,24.72
21,Saturday,,Suburb,Uber Pool,1.17,4.0,1.2,3.32
0,Thursday,Foggy,Suburb,UberXL,12.98,1.0,1.0,25.44
17,Monday,Snowy,,Uber Pool,7.53,4.0,2.08,18.7
5,Sunday,Foggy,,UberX,31.66,4.0,,43.96
1,Monday,Clear,Airport,UberX,8.43,1.0,1.0,17.52
14,Tuesday,Clear,,UberX,10.07,1.0,1.0,15.26
20,Wednesday,Clear,Downtown,UberX,1.74,2.0,1.6,5.85
13,Monday,Clear,,UberX,11.72,4.0,1.0,17.53
4,Friday,Clear,Airport,UberX,1.0,4.0,1.2,4.98
5,Wednesday,Clear,Airport,Uber Pool,8.55,1.0,1.0,12.71
5,Saturday,,Airport,Uber Pool,1.0,4.0,1.38,6.73
21,Wednesday,Clear,University,Uber Pool,1.0,3.0,1.0,
17,Friday,Clear,Downtown,Uber Pool,1.0,1.0,1.92,3.0
13,Thursday,Rainy,Mall,UberX,1.0,2.0,1.15,4.35
9,Friday,Rainy,Airport,UberXL,3.1,3.0,1.93,14.52
13,Friday,Rainy,Airport,UberX,41.41,3.0,1.38,89.63
12,Thursday,,Downtown,UberX,3.42,2.0,1.0,8.01
2,Thursday,,Airport,Uber Black,11.44,3.0,1.15,34.71
5,Thursday,Rainy,Airport,Uber Pool,1.14,3.0,1.15,4.47
7,Thursday,Clear,University,Uber Black,4.85,3.0,1.4,14.63
11,Thursday,Rainy,Suburb,Uber Black,1.64,4.0,1.15,6.66
12,Friday,Clear,Downtown,UberX,1.71,3.0,1.2,6.04
10,Tuesday,Clear,Downtown,UberX,1.0,3.0,,4.92
11,Tuesday,Clear,Downtown,UberX,4.53,1.0,1.0,9.69
0,Monday,Clear,University,Uber Pool,1.0,2.0,1.0,3.0
16,Tuesday,Clear,,Uber Pool,19.25,4.0,1.0,20.98
15,Saturday,Foggy,Mall,UberXL,4.75,4.0,1.2,10.57
10,Tuesday,Clear,University,UberX,14.59,2.0,1.0,19.75
12,Friday,Snowy,Downtown,UberX,31.08,4.0,1.56,
17,Thursday,,Mall,UberX,9.06,4.0,1.84,21.87
10,Thursday,Clear,Suburb,Uber Pool,18.54,4.0,1.0,17.63
11,Sunday,Clear,,UberX,1.16,1.0,1.0,4.79
5,Sunday,Rainy,Airport,UberX,14.18,1.0,1.15,28.76
8,Sunday,Rainy,Mall,UberX,2.53,4.0,1.61,6.1
15,Friday,Clear,Suburb,Uber Pool,5.12,2.0,1.2,7.75
3,Saturday,Clear,Airport,UberXL,8.32,2.0,1.2,23.02
2,Tuesday,Rainy,,UberXL,18.71,1.0,1.15,36.7
15,Friday,Clear,University,UberX,19.35,1.0,1.2,31.67
23,Monday,Foggy,Downtown,UberX,1.0,3.0,1.0,4.25
11,Thursday,Rainy,Suburb,UberX,3.63,1.0,1.15,9.26
10,Sunday,Clear,Airport,Uber Black,12.61,,1.0,38.76
4,Wednesday,Clear,Downtown,Uber Pool,9.72,1.0,1.0,11.36
17,Monday,Clear,Mall,UberX,1.0,3.0,1.6,4.4
18,Sunday,Foggy,Airport,UberX,4.78,3.0,1.6,
22,Saturday,Clear,Downtown,Uber Black,14.14,2.0,1.2,42.22
22,Monday,Clear,University,UberXL,10.71,2.0,1.0,
5,Friday,Rainy,Suburb,UberX,4.25,4.0,1.38,4.84
21,Tuesday,Clear,Mall,UberX,,1.0,1.0,14.93
17,Thursday,,Airport,UberXL,6.41,3.0,1.6,25.22
5,Saturday,Foggy,,UberXL,19.5,3.0,1.2,42.42
3,Saturday,Clear,,Uber Pool,7.08,,1.2,11.44
11,Wednesday,Snowy,Suburb,Uber Pool,4.1,2.0,1.3,7.8
18,Monday,Foggy,University,UberX,15.9,1.0,1.6,37.54
1,Wednesday,Clear,Airport,Uber Black,1.0,3.0,1.0,3.51
16,Tuesday,Clear,Suburb,UberX,18.46,2.0,1.0,24.83
10,Sunday,Clear,Mall,UberXL,9.53,1.0,,18.84
10,Tuesday,Rainy,Downtown,UberXL,22.59,1.0,1.15,47.59
20,Sunday,Clear,Mall,UberXL,2.31,1.0,1.6,10.18
15,Wednesday,Snowy,,Uber Pool,9.5,2.0,1.3,14.52
1,Thursday,Rainy,Downtown,Uber Black,13.26,2.0,1.15,37.16
1,Tuesday,Clear,University,Uber Pool,9.69,2.0,1.0,12.2
22,Wednesday,Rainy,Downtown,UberX,1.89,4.0,1.15,6.28
7,Monday,Clear,Downtown,UberX,2.58,4.0,1.4,9.72
12,Wednesday,Foggy,Downtown,UberXL,6.69,4.0,1.0,14.01
9,Wednesday,Rainy,Suburb,Uber Pool,4.74,2.0,1.61,10.21
7,Friday,Clear,,UberX,10.63,2.0,1.68,30.75
3,Tuesday,Clear,Suburb,UberX,3.81,4.0,1.0,6.23
14,Thursday,Foggy,Airport,UberX,15.7,3.0,1.0,26.47
0,Thursday,Rainy,University,UberXL,4.52,3.0,1.15,7.94
10,Friday,Snowy,University,Uber Black,1.0,3.0,1.56,5.39
6,Sunday,Clear,University,Uber Black,1.0,3.0,,7.17
16,Saturday,,University,Uber Pool,,4.0,1.2,11.68
19,Sunday,Clear,University,Uber Black,6.22,1.0,1.6,26.76
23,Thursday,Rainy,Mall,UberX,6.26,1.0,1.15,11.48
17,Wednesday,Clear,Suburb,UberXL,12.49,3.0,1.6,35.11
21,Friday,Clear,Airport,UberXL,3.77,2.0,1.2,14.9
21,Monday,Rainy,University,Uber Pool,43.14,3.0,1.15,48.77
11,Tuesday,Clear,Mall,UberX,23.28,3.0,1.0,29.81
8,Tuesday,Clear,Mall,UberX,1.0,1.0,1.4,5.81
4,Tuesday,Clear,Mall,UberX,18.09,2.0,1.0,24.09
9,Wednesday,Rainy,,UberXL,9.13,1.0,1.61,25.61
3,Monday,Clear,University,UberX,5.58,2.0,1.0,10.96
4,Friday,Clear,Mall,UberXL,6.99,4.0,1.2,16.31
9,Friday,Clear,Mall,Uber Black,14.75,1.0,1.68,56.79
10,Tuesday,Rainy,University,UberX,24.13,4.0,,36.95
20,Monday,Foggy,Suburb,UberXL,6.57,4.0,1.6,18.05
23,Monday,Clear,Mall,Uber Pool,1.6,,1.0,3.0
9,Monday,Clear,Airport,UberXL,8.17,2.0,1.4,27.96
7,Thursday,Foggy,Downtown,UberX,1.0,1.0,1.4,3.71
1,Thursday,Snowy,Downtown,UberX,8.07,3.0,1.3,13.79
22,Tuesday,Rainy,Downtown,UberXL,13.23,1.0,1.15,31.95
7,Monday,Snowy,Suburb,UberX,,4.0,1.82,10.25
15,Saturday,Rainy,Mall,UberXL,1.0,,1.38,4.74
21,Monday,Rainy,Downtown,Uber Pool,9.43,1.0,,10.86
4,Friday,Clear,Downtown,UberXL,3.32,3.0,1.2,10.38
2,Friday,,,UberX,2.29,2.0,1.2,5.17
11,Tuesday,,Mall,UberX,9.35,1.0,1.0,12.93
12,Saturday,Foggy,Mall,Uber Pool,27.94,4.0,1.2,33.3
12,Monday,Snowy,,Uber Pool,10.94,4.0,1.3,16.12
9,Sunday,Rainy,Mall,UberX,5.41,3.0,,11.49
3,Saturday,Clear,Airport,UberX,7.34,4.0,1.2,14.1
8,Tuesday,,Suburb,Uber Black,1.23,1.0,1.4,6.54
21,Friday,Clear,University,UberX,13.42,2.0,1.2,22.91
23,Sunday,Clear,Downtown,UberX,7.42,1.0,1.0,
22,Friday,Rainy,Mall,UberX,27.01,3.0,1.38,43.86
1,Thursday,Snowy,Airport,UberX,31.09,4.0,1.3,65.77
18,Tuesday,Clear,Airport,UberX,3.5,1.0,1.6,8.8
0,Tuesday,Clear,Suburb,UberX,,1.0,1.0,44.79
6,Monday,Rainy,Airport,UberX,,4.0,1.15,46.96
16,Monday,Clear,Mall,UberXL,8.17,2.0,1.0,16.39
2,Thursday,Foggy,Mall,UberXL,3.25,2.0,1.0,8.55
19,Sunday,Clear,Airport,UberX,11.2,,1.6,32.5
19,Wednesday,Clear,Mall,Uber Pool,2.53,4.0,1.6,6.51
20,Saturday,Clear,Mall,UberX,7.95,1.0,1.92,22.29
2,Wednesday,Clear,Downtown,UberX,1.0,3.0,1.0,5.88
2,Wednesday,Rainy,University,UberX,7.92,1.0,1.15,14.36
16,Tuesday,Clear,Mall,UberXL,24.23,,1.0,43.03
6,Saturday,Clear,Mall,UberX,2.14,4.0,1.2,5.9
13,Tuesday,Clear,Suburb,UberX,,1.0,,16.95
16,Saturday,Clear,University,UberXL,2.78,4.0,1.2,7.14
17,Friday,Clear,University,UberXL,9.84,1.0,1.92,34.81
12,Tuesday,Clear,University,Uber Black,9.63,1.0,1.0,25.26
19,Tuesday,Rainy,Airport,Uber Black,1.63,,,11.61
19,Tuesday,Snowy,Downtown,Uber Pool,7.27,4.0,2.08,19.18
20,Sunday,Clear,Downtown,UberX,,4.0,1.6,36.98
17,Thursday,Clear,Suburb,UberX,3.86,2.0,1.6,7.7
3,Tuesday,Clear,University,Uber Pool,9.91,2.0,1.0,9.68
0,Monday,Clear,University,UberXL,8.98,2.0,1.0,17.77
17,Monday,Rainy,Mall,Uber Black,2.38,3.0,1.84,10.67
0,Saturday,Foggy,Airport,UberX,20.07,4.0,1.2,39.93
12,Friday,Rainy,Airport,UberX,6.63,1.0,1.38,15.41
19,Thursday,Clear,Suburb,UberX,3.51,1.0,1.6,9.38
19,Sunday,Clear,Downtown,UberX,1.44,1.0,,4.01
22,Saturday,Foggy,University,UberX,5.13,4.0,1.2,10.86
9,Monday,Clear,Suburb,UberX,10.48,3.0,,
10,Thursday,,Airport,UberXL,7.82,4.0,1.0,18.97
8,Thursday,Snowy,Airport,UberX,10.39,4.0,1.82,29.47
8,Friday,Rainy,Airport,UberX,12.55,4.0,1.93,38.63
4,Thursday,Rainy,University,UberX,4.65,4.0,1.15,10.3
0,Tuesday,Clear,University,UberX,5.87,4.0,1.0,11.82
16,Thursday,Clear,,UberX,34.39,3.0,1.0,47.2
21,Friday,Clear,Mall,UberX,27.55,2.0,1.2,43.31
1,Saturday,Rainy,Downtown,UberX,4.29,1.0,,12.54
23,Friday,Clear,Airport,Uber Black,9.25,4.0,1.2,35.69
12,Sunday,Foggy,Airport,UberX,2.49,4.0,1.0,4.09
8,Friday,Foggy,Mall,Uber Black,1.33,4.0,1.68,8.85
